mu, offset, k1, k2_constant, rel_err, query_time, build_time
0.0001, -2, 1, 32.4319, 0.472835, 0.0971, 2891
0.0001, -2, 1, 66.1875, 0.245607, 0.1826, 8621
0.0001, -2, 2, 0.0528125, 0.973705, 0.0083, 619
0.0001, -2, 2, 0.107781, 0.973276, 0.0096, 568
0.0001, -2, 2, 0.21996, 0.971477, 0.0118, 589
0.0001, -2, 2, 0.448899, 0.964652, 0.0127, 587
0.0001, -2, 2, 0.91612, 0.95284, 0.018, 619
0.0001, -2, 2, 1.86963, 0.930381, 0.0272, 702
0.0001, -2, 2, 3.81558, 0.885295, 0.0499, 873
0.0001, -2, 2, 7.78689, 0.795637, 0.073, 1273
0.0001, -2, 2, 15.8916, 0.644242, 0.1132, 2264
0.0001, -2, 2, 32.4319, 0.450849, 0.2016, 4697
0.0001, -2, 2, 66.1875, 0.219283, 0.3661, 8886
0.0001, -2, 4, 0.0528125, 0.974879, 0.017, 1186
0.0001, -2, 4, 0.107781, 0.974928, 0.0197, 1164
0.0001, -2, 4, 0.21996, 0.972182, 0.0202, 1161
0.0001, -2, 4, 0.448899, 0.967513, 0.025, 1381
0.0001, -2, 4, 0.91612, 0.955084, 0.037, 1291
0.0001, -2, 4, 1.86963, 0.930591, 0.0569, 1431
0.0001, -2, 4, 3.81558, 0.888883, 0.099, 1934
0.0001, -2, 4, 7.78689, 0.8052, 0.1615, 2486
0.0001, -2, 4, 15.8916, 0.659267, 0.2452, 4341
0.0001, -2, 4, 32.4319, 0.459629, 0.3935, 7929
0.0001, -2, 4, 66.1875, 0.238084, 0.7276, 18587
0.0001, -2, 6, 0.0528125, 0.97625, 0.0233, 1721
0.0001, -2, 6, 0.107781, 0.975826, 0.0265, 1626
0.0001, -2, 6, 0.21996, 0.973705, 0.028, 1679
0.0001, -2, 6, 0.448899, 0.967928, 0.0366, 1711
0.0001, -2, 6, 0.91612, 0.956744, 0.0512, 1985
0.0001, -2, 6, 1.86963, 0.933796, 0.0752, 2088
0.0001, -2, 6, 3.81558, 0.888445, 0.1496, 2516
0.0001, -2, 6, 7.78689, 0.800459, 0.2209, 3622
0.0001, -2, 6, 15.8916, 0.659311, 0.3356, 6174
0.0001, -2, 6, 32.4319, 0.465388, 0.6328, 12174
