mu, offset, k1, k2_constant, rel_err, query_time, build_time
0.0001, 3, 31, 1.97387, 0.0774582, 0.1779, 37068
0.0001, 3, 31, 0.967195, 0.0910733, 0.1483, 38263
0.0001, 3, 31, 0.473926, 0.0968222, 0.1131, 37374
0.0001, 3, 31, 0.232224, 0.091758, 0.1074, 37460
0.0001, 3, 31, 0.11379, 0.0841059, 0.1209, 37289
0.0001, 3, 31, 0.0557569, 0.0750529, 0.0977, 37577
0.0001, 3, 21, 69.8776, 0.140649, 0.346, 25718
0.0001, 3, 21, 34.24, 0.0679031, 0.2091, 25620
0.0001, 3, 21, 16.7776, 0.107928, 0.1757, 24991
0.0001, 3, 21, 8.22103, 0.123925, 0.1731, 25379
0.0001, 3, 21, 4.0283, 0.121151, 0.1512, 25148
0.0001, 3, 21, 1.97387, 0.0783592, 0.1128, 25143
0.0001, 3, 21, 0.967195, 0.0709614, 0.1021, 24826
0.0001, 3, 21, 0.473926, 0.0742345, 0.091, 24851
0.0001, 3, 21, 0.232224, 0.125439, 0.0842, 24956
0.0001, 3, 21, 0.11379, 0.171443, 0.0911, 25141
0.0001, 3, 21, 0.0557569, 0.0654462, 0.0809, 24778
0.0001, 3, 14, 69.8776, 0.0990775, 0.2241, 17061
0.0001, 3, 14, 34.24, 0.0852666, 0.1524, 16852
0.0001, 3, 14, 16.7776, 0.0983809, 0.1424, 16503
0.0001, 3, 14, 8.22103, 0.0884501, 0.1146, 16436
0.0001, 3, 14, 4.0283, 0.102064, 0.1045, 16325
0.0001, 3, 14, 1.97387, 0.0817385, 0.0813, 16483
0.0001, 3, 14, 0.967195, 0.0860221, 0.0613, 16784
0.0001, 3, 14, 0.473926, 0.0996137, 0.062, 16745
0.0001, 3, 14, 0.232224, 0.0719228, 0.054, 16371
0.0001, 3, 14, 0.11379, 0.0916943, 0.0457, 16693
0.0001, 3, 14, 0.0557569, 0.157394, 0.0561, 16691
0.0001, 3, 9, 69.8776, 0.102801, 0.1327, 10783
0.0001, 3, 9, 34.24, 0.103052, 0.0984, 10686
0.0001, 3, 9, 16.7776, 0.0853422, 0.1049, 10958
0.0001, 3, 9, 8.22103, 0.1015, 0.0753, 10656
0.0001, 3, 9, 4.0283, 0.105644, 0.0718, 10870
0.0001, 3, 9, 1.97387, 0.0873952, 0.0603, 10770
0.0001, 3, 9, 0.967195, 0.0910011, 0.0478, 10757
0.0001, 3, 9, 0.473926, 0.11579, 0.0398, 10798
0.0001, 3, 9, 0.232224, 0.0881719, 0.0364, 10746
0.0001, 3, 9, 0.11379, 0.0945446, 0.0362, 10792
0.0001, 3, 9, 0.0557569, 0.0874209, 0.0384, 10760
0.0001, 3, 6, 69.8776, 0.134756, 0.1229, 7245
0.0001, 3, 6, 34.24, 0.105705, 0.0825, 7188
0.0001, 3, 6, 16.7776, 0.108427, 0.0598, 7128
0.0001, 3, 6, 8.22103, 0.109698, 0.0593, 7133
0.0001, 3, 6, 4.0283, 0.112848, 0.0451, 7177
0.0001, 3, 6, 1.97387, 0.0981047, 0.0375, 7189
0.0001, 3, 6, 0.967195, 0.0940841, 0.0275, 7192
0.0001, 3, 6, 0.473926, 0.118284, 0.0263, 7244
0.0001, 3, 6, 0.232224, 0.0989592, 0.0251, 7260
0.0001, 3, 6, 0.11379, 0.0986529, 0.0245, 7189
0.0001, 3, 6, 0.0557569, 0.0980174, 0.0244, 7260
0.0001, 3, 4, 69.8776, 0.135091, 0.0678, 4857
0.0001, 3, 4, 34.24, 0.143391, 0.0476, 4824
0.0001, 3, 4, 16.7776, 0.107698, 0.0435, 4766
