mu, offset, k1, k2_constant, rel_err, query_time, build_time
0.0001, -1, 7, 0.729805, 0.339038, 0.0465, 45
0.0001, -1, 7, 1.4894, 0.187278, 0.0621, 63
0.0001, -1, 7, 3.03959, 0.0684398, 0.085, 111
0.0001, -1, 7, 6.20324, 0.054689, 0.1242, 265
0.0001, -1, 7, 12.6597, 0.0584353, 0.1916, 468
0.0001, -1, 7, 25.8361, 0.0594675, 0.2562, 984
0.0001, -1, 7, 52.7267, 0.054944, 0.359, 2094
0.0001, -1, 11, 0.0858609, 0.547043, 0.04, 41
0.0001, -1, 11, 0.175226, 0.533743, 0.0419, 49
0.0001, -1, 11, 0.357605, 0.452145, 0.0472, 53
0.0001, -1, 11, 0.729805, 0.334357, 0.0657, 79
0.0001, -1, 11, 1.4894, 0.20258, 0.0871, 108
0.0001, -1, 11, 3.03959, 0.054437, 0.1403, 175
0.0001, -1, 11, 6.20324, 0.0436702, 0.2, 323
0.0001, -1, 11, 12.6597, 0.0432046, 0.2617, 686
0.0001, -1, 11, 25.8361, 0.0507413, 0.3908, 1462
0.0001, -1, 11, 52.7267, 0.0472414, 0.5555, 3386
0.0001, -1, 16, 0.0858609, 0.532656, 0.0624, 56
0.0001, -1, 16, 0.175226, 0.518202, 0.0558, 70
0.0001, -1, 16, 0.357605, 0.463847, 0.0685, 70
0.0001, -1, 16, 0.729805, 0.319048, 0.101, 103
0.0001, -1, 16, 1.4894, 0.189654, 0.1276, 127
0.0001, -1, 16, 3.03959, 0.059736, 0.1807, 226
0.0001, -1, 16, 6.20324, 0.0389006, 0.2687, 487
0.0001, -1, 16, 12.6597, 0.036551, 0.3862, 973
0.0001, -1, 16, 25.8361, 0.0415636, 0.5592, 2045
0.0001, -1, 16, 52.7267, 0.0434435, 0.8904, 4615
0.0001, -1, 24, 0.0858609, 0.540332, 0.0885, 82
0.0001, -1, 24, 0.175226, 0.535871, 0.0781, 88
0.0001, -1, 24, 0.357605, 0.448773, 0.0894, 98
0.0001, -1, 24, 0.729805, 0.31237, 0.1244, 156
0.0001, -1, 24, 1.4894, 0.193341, 0.1804, 184
0.0001, -1, 24, 3.03959, 0.0535036, 0.2676, 318
0.0001, -1, 24, 6.20324, 0.0350394, 0.3973, 708
0.0001, -1, 24, 12.6597, 0.0327142, 0.6495, 1492
0.0001, -1, 24, 25.8361, 0.0322817, 0.8663, 2972
0.0001, -1, 24, 52.7267, 0.0298904, 1.3093, 6818
0.0001, -1, 35, 0.0858609, 0.548449, 0.116, 156
0.0001, -1, 35, 0.175226, 0.544522, 0.1206, 119
0.0001, -1, 35, 0.357605, 0.45824, 0.1396, 146
0.0001, -1, 35, 0.729805, 0.336422, 0.1838, 180
0.0001, -1, 35, 1.4894, 0.188209, 0.2836, 257
0.0001, -1, 35, 3.03959, 0.0559651, 0.4396, 468
0.0001, -1, 35, 6.20324, 0.0285741, 0.6268, 1022
0.0001, -1, 35, 12.6597, 0.0261977, 0.9754, 1955
0.0001, -1, 35, 25.8361, 0.0281443, 1.2986, 4385
0.0001, -1, 50, 0.0858609, 0.541951, 0.1572, 153
0.0001, -1, 50, 0.175226, 0.521627, 0.1687, 169
0.0001, -1, 50, 0.357605, 0.463154, 0.1918, 190
0.0001, -1, 50, 0.729805, 0.333283, 0.2691, 241
0.0001, -1, 50, 1.4894, 0.191023, 0.369, 369
0.0001, -1, 50, 3.03959, 0.0508051, 0.6007, 677
0.0001, -1, 50, 6.20324, 0.0243574, 0.8938, 1408
0.0001, -1, 50, 12.6597, 0.0229831, 1.3597, 2795
0.000204082, 0, 50, 52.7267, 0.0386564, 0.8719, 1155
0.000204082, 0, 50, 25.8361, 0.0396005, 0.5979, 593
0.000204082, 0, 50, 12.6597, 0.0379948, 0.4393, 291
0.000204082, 0, 50, 6.20324, 0.042163, 0.3333, 216
0.000204082, 0, 50, 3.03959, 0.0528533, 0.2049, 172
0.000204082, 0, 50, 1.4894, 0.14436, 0.13, 147
0.000204082, 0, 50, 0.729805, 0.234575, 0.0897, 137
0.000204082, 0, 35, 52.7267, 0.0452115, 0.5839, 979
0.000204082, 0, 35, 25.8361, 0.0477998, 0.4452, 490
0.000204082, 0, 35, 12.6597, 0.0451246, 0.3124, 226
0.000204082, 0, 35, 6.20324, 0.0465195, 0.2193, 154
0.000204082, 0, 35, 3.03959, 0.0588604, 0.1673, 130
0.000204082, 0, 35, 1.4894, 0.152633, 0.1059, 109
0.000204082, 0, 35, 0.729805, 0.239074, 0.0673, 99
0.000204082, 0, 24, 52.7267, 0.0513485, 0.379, 656
0.000204082, 0, 24, 25.8361, 0.0510609, 0.2956, 296
0.000204082, 0, 24, 12.6597, 0.0521124, 0.205, 158
0.000204082, 0, 24, 6.20324, 0.0543222, 0.1604, 114
0.000204082, 0, 24, 3.03959, 0.0610725, 0.1121, 89
0.000204082, 0, 24, 1.4894, 0.157301, 0.0686, 76
0.000204082, 0, 24, 0.729805, 0.22187, 0.0618, 70
0.000204082, 0, 16, 52.7267, 0.0584633, 0.2675, 502
0.000204082, 0, 16, 25.8361, 0.0620587, 0.2033, 225
0.000204082, 0, 16, 12.6597, 0.0598406, 0.1603, 116
0.000204082, 0, 16, 6.20324, 0.0630953, 0.0969, 78
0.000204082, 0, 16, 3.03959, 0.0684091, 0.0674, 62
0.000204082, 0, 16, 1.4894, 0.134868, 0.0493, 53
0.000204082, 0, 16, 0.729805, 0.241677, 0.0374, 49
0.000204082, 0, 11, 52.7267, 0.0719071, 0.2043, 337
0.000204082, 0, 11, 25.8361, 0.072223, 0.1435, 135
0.000204082, 0, 11, 12.6597, 0.0719347, 0.111, 81
